,price_a,price_b,beta,spread,zscore,side,entry_z,holding_days,exit_reason,position_a,position_b,model,ret_a,ret_b,weight_a,weight_b,pair_id,target_notional_a,target_notional_b,pair_pnl,pair_gross_exposure
2022-10-18,19.68105697631836,56.47333908081055,0.3484995821254358,0.00012190542783940828,-0.0525753134234694,0,,0,,0,0,kalman_beta,0.013566620185320177,0.01150372501474295,0.0,0.0,DOC__WELL,0.0,0.0,0.0,0.0
2022-10-19,19.17118453979492,55.226036071777344,0.3471447306164552,-0.00024287535686440265,-0.8852402281400336,0,,0,,0,0,kalman_beta,-0.025906760858268707,-0.02208658155042642,0.0,0.0,DOC__WELL,0.0,0.0,-0.0,0.0
2022-10-20,19.07771110534668,54.900245666503906,0.34749658085417334,6.344818242709493e-05,-0.17764277663781483,0,,0,,0,0,kalman_beta,-0.004875725558543875,-0.005899217623550057,0.0,0.0,DOC__WELL,0.0,0.0,-0.0,0.0
2022-10-21,19.06921005249023,53.8763313293457,0.35392219269447106,0.0011807340743743566,2.2284917523908923,0,,0,,0,0,kalman_beta,-0.00044560129931237036,-0.018650450917434114,0.0,0.0,DOC__WELL,0.0,0.0,-0.0,0.0
2022-10-24,18.89076042175293,53.531925201416016,0.3528913073657586,-0.00019064838076587876,-0.7493233595311578,0,,0,,0,0,kalman_beta,-0.009357998063165618,-0.00639253118079508,0.0,0.0,DOC__WELL,0.0,0.0,-0.0,0.0
2022-10-25,19.579084396362305,56.18478012084961,0.3484904595751926,-0.0007754490837186268,-1.926281958600344,0,,0,,0,0,kalman_beta,0.0364370707817967,0.04955650127381217,0.0,0.0,DOC__WELL,0.0,0.0,0.0,0.0
2022-10-26,19.545093536376953,56.222015380859375,0.34764393390734855,-0.00014906282445537045,-0.585153877194718,0,,0,,0,0,kalman_beta,-0.0017360801607079202,0.0006627285882345735,0.0,0.0,DOC__WELL,0.0,0.0,0.0,0.0
2022-10-27,19.604576110839844,55.79383850097656,0.351363459624909,0.0006599893832728299,1.0976163748795982,0,,0,,0,0,kalman_beta,0.003043350718797244,-0.007615822324800292,0.0,0.0,DOC__WELL,0.0,0.0,0.0,0.0
2022-10-28,20.19942855834961,57.24593353271485,0.35284902177955857,0.00025691047354570173,0.26574955397140565,0,,0,,0,0,kalman_beta,0.0303425304452698,0.026026082283492125,0.0,0.0,DOC__WELL,0.0,0.0,0.0,0.0
2022-10-31,20.165437698364254,56.8177490234375,0.35490809244283233,0.0003587755604499421,0.4695066406980437,0,,0,,0,0,kalman_beta,-0.0016827634448750572,-0.007479736687893368,0.0,0.0,DOC__WELL,0.0,0.0,-0.0,0.0
2022-11-01,20.22492027282715,55.94276809692383,0.3615078948580225,0.0011679455776736347,2.092471111657992,0,,0,,0,0,kalman_beta,0.0029497289051017006,-0.015399781609664598,0.0,0.0,DOC__WELL,0.0,0.0,0.0,0.0
2022-11-02,20.09745407104492,54.78853988647461,0.36680111670228754,0.0009564581982104414,1.5929684079775424,0,,0,,0,0,kalman_beta,-0.006302432843381056,-0.020632304222941822,0.0,0.0,DOC__WELL,0.0,0.0,-0.0,0.0
