pair_id,symbol_a,symbol_b,sector,return_correlation,train_pvalue,half_life,validation_sharpe,test_sharpe,stability,drawdown,turnover,validation_total_return,test_total_return,model,fdr_pvalue,ranking_score
ES__SO,ES,SO,Utilities,0.8113482282147818,0.00028643734235425634,0.7722976260603525,-0.8861897978527895,1.3578955832408983,0.9929567314696952,0.018322611226471164,0.047619047619047616,-0.015699350297281867,0.06193607275508417,kalman_beta,0.028643734235425634,0.75
DOC__WELL,DOC,WELL,Real Estate,0.7914929041133795,2.2962690555089305e-05,0.6479161129729666,0.3565535681179963,-0.1282533481143709,0.9974505467249112,0.10468796287717352,0.05555555555555555,0.01777555840890277,-0.014611223547788987,kalman_beta,0.004592538111017861,0.75
